# ----------------------------------------
# Training website
# Admin
# 20181101-20210726
# ----------------------------------------

Month Index,Users
0024,"3,175"
0023,"2,779"
0020,"2,080"
0017,"2,067"
0018,"1,977"
0016,"1,951"
0014,"1,929"
0015,"1,911"
0022,"1,911"
0019,"1,778"
