# ----------------------------------------
# Training website
# Assembly
# 20181101-20210726
# ----------------------------------------

Month Index,Users
0024,"1,717"
0023,"1,425"
0017,"1,291"
0018,"1,234"
0020,"1,191"
0022,"1,183"
0014,"1,179"
0019,"1,173"
0012,"1,158"
0011,"1,153"
0013,"1,145"
0016,"1,118"
0015,"1,082"
0021,865
0010,815
0005,776
0006,745
0004,709
0008,682
0007,650
0009,580
0003,568
0002,557
0000,466
0001,401
0031,47
0028,39
0030,29
0027,26
0032,26
0029,20
0025,18
0026,14
